"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","Проверка создания записи","test.db","Sun Feb 22 09:42:07 UTC 2026","passed","Sun Feb 22 09:42:07 UTC 2026","","db_test","",""
"","5","test_accomodation_delete","test.db","Sun Feb 22 09:42:08 UTC 2026","passed","Sun Feb 22 09:42:08 UTC 2026","","db_test","",""
