"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","Проверка создания записи","test.db","Sat Feb 21 22:16:05 UTC 2026","passed","Sat Feb 21 22:16:05 UTC 2026","","db_test","",""
